"step","time","part","epoch","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score","loss","lr"
312,"2026-02-13 02:58:56.741382","train",7,0.8085061947901674,0.25323402813296664,0.9356820975010242,0.16042780748663102,0.0967741935483871,0.18064516129032257,"",""
312,"2026-02-13 02:59:20.807891","val",7,0.7463514302393461,0.04302439619254127,0.9691252144082333,0.0,0.0,0.08333333333333333,"",""
351,"2026-02-13 03:00:28.067113","train",8,0.803014139361612,0.24358320022165392,0.9381401065137239,0.16574585635359115,0.0967741935483871,0.16774193548387098,"",""
351,"2026-02-13 03:00:51.625649","val",8,0.7650321074138937,0.0446359299265733,0.9759862778730704,0.0,0.0,0.0,"",""
390,"2026-02-13 03:01:58.891628","train",9,0.8335591115626677,0.26822410314189593,0.9401884473576403,0.10975609756097561,0.05806451612903226,0.17419354838709677,"",""
390,"2026-02-13 03:02:22.821934","val",9,0.730881494454174,0.04147141721601643,0.9794168096054888,0.0,0.0,0.0,"",""
400,"2026-02-13 03:02:45.886335","train",10,"","","","","","",0.6061943242893904,0.00015727923376009835
429,"2026-02-13 03:03:30.458064","train",10,0.8322693534275957,0.31889911980120234,0.9438754608766898,0.21714285714285714,0.12258064516129032,0.2709677419354839,"",""
429,"2026-02-13 03:03:54.340475","val",10,0.7523350846468184,0.07740458425271166,0.9794168096054888,0.0,0.0,0.16666666666666666,"",""
468,"2026-02-13 03:05:01.719096","train",11,0.8369119182682809,0.31624539932891377,0.9426464563703401,0.21348314606741572,0.12258064516129032,0.24516129032258063,"",""
468,"2026-02-13 03:05:26.202751","val",11,0.7454757734967893,0.05851323908111555,0.9777015437392796,0.0,0.0,0.08333333333333333,"",""
500,"2026-02-13 03:05:57.403029","train",12,"","","","","","",0.7162979076543706,0.00010345200009051524
507,"2026-02-13 03:06:35.094376","train",12,0.8371489854090819,0.3166148394519929,0.9434657927079066,0.19767441860465115,0.10967741935483871,0.24516129032258063,"",""
507,"2026-02-13 03:06:59.374030","val",12,0.7472270869819031,0.08254349274131,0.9794168096054888,0.0,0.0,0.16666666666666666,"",""
546,"2026-02-13 03:08:07.933640","train",13,0.8414895718680326,0.3225240557522211,0.9442851290454731,0.21839080459770116,0.12258064516129032,0.25161290322580643,"",""
546,"2026-02-13 03:08:32.072605","val",13,0.756713368359603,0.06719210651655133,0.9794168096054888,0.0,0.0,0.16666666666666666,"",""
585,"2026-02-13 03:09:40.540508","train",14,0.847218694437389,0.31105644927089016,0.9442851290454731,0.21839080459770116,0.12258064516129032,0.2129032258064516,"",""
585,"2026-02-13 03:10:04.844457","val",14,0.767221249270286,0.049755546585919574,0.9794168096054888,0.0,0.0,0.08333333333333333,"",""
600,"2026-02-13 03:10:29.893764","train",15,"","","","","","",0.6606654413932119,4.851323939645702e-05
624,"2026-02-13 03:11:13.658727","train",15,0.844376710975644,0.3064311593999936,0.9438754608766898,0.21714285714285714,0.12258064516129032,0.18064516129032257,"",""
624,"2026-02-13 03:11:37.762219","val",15,0.750875656742557,0.04939260827126891,0.9794168096054888,0.0,0.0,0.08333333333333333,"",""
663,"2026-02-13 03:12:46.151454","train",16,0.8449834899669799,0.30010085526775415,0.9442851290454731,0.21839080459770116,0.12258064516129032,0.1935483870967742,"",""
663,"2026-02-13 03:13:10.135870","val",16,0.7513134851138354,0.04674831013124932,0.9794168096054888,0.0,0.0,0.08333333333333333,"",""
700,"2026-02-13 03:13:42.808613","train",17,"","","","","","",0.6906674034849857,1.0155012056071251e-05
702,"2026-02-13 03:14:18.202674","train",17,0.8445545113312449,0.3018899289783316,0.9442851290454731,0.21839080459770116,0.12258064516129032,0.16774193548387098,"",""
702,"2026-02-13 03:14:42.594820","val",17,0.7542323409223585,0.04710928466059444,0.9794168096054888,0.0,0.0,0.08333333333333333,"",""
741,"2026-02-13 03:15:51.970444","train",18,0.8468659159540541,0.3065473391656105,0.9442851290454731,0.21839080459770116,0.12258064516129032,0.18064516129032257,"",""
741,"2026-02-13 03:16:16.156981","val",18,0.7494162288382954,0.046413959390331286,0.9777015437392796,0.0,0.0,0.08333333333333333,"",""
780,"2026-02-13 03:17:24.494847","train",19,0.8469562272457878,0.3106780091116636,0.9442851290454731,0.21839080459770116,0.12258064516129032,0.1870967741935484,"",""
780,"2026-02-13 03:17:48.797659","val",19,0.7486865148861646,0.045088302828109716,0.9794168096054888,0.0,0.0,0.08333333333333333,"",""
